DBN,School Name,Total Grads Pct of cohort
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,86.60%
07X551,BRONX ACADEMY OF LETTERS,s
07X551,BRONX ACADEMY OF LETTERS,s
07X551,BRONX ACADEMY OF LETTERS,s
07X551,BRONX ACADEMY OF LETTERS,89.10%
07X551,BRONX ACADEMY OF LETTERS,90.60%
07X551,BRONX ACADEMY OF LETTERS,90.60%
07X551,BRONX ACADEMY OF LETTERS,80.30%
07X551,BRONX ACADEMY OF LETTERS,94.00%
07X551,BRONX ACADEMY OF LETTERS,94.00%
07X551,BRONX ACADEMY OF LETTERS,88.40%
07X551,BRONX ACADEMY OF LETTERS,88.40%
07X551,BRONX ACADEMY OF LETTERS,94.30%
07X551,BRONX ACADEMY OF LETTERS,94.30%
07X551,BRONX ACADEMY OF LETTERS,73.70%
07X551,BRONX ACADEMY OF LETTERS,76.30%
07X551,BRONX ACADEMY OF LETTERS,81.30%
07X551,BRONX ACADEMY OF LETTERS,81.30%
07X551,BRONX ACADEMY OF LETTERS,82.00%
07X551,BRONX ACADEMY OF LETTERS,83.10%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,39.90%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,49.80%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,51.80%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,46.40%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,55.60%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,58.20%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,41.90%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,53.50%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,55.80%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,33.30%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,41.60%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,44.60%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,42.10%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,45.40%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,50.00%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,52.40%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,40.80%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,44.20%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,48.30%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,50.60%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,43.20%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,54.50%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,s
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,52.40%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,58.30%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,59.30%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,50.20%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,56.70%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,59.00%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,48.90%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,56.50%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,56.60%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,48.90%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,56.30%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,58.60%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,41.30%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,45.60%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,54.50%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,56.10%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,48.50%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,51.00%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,53.50%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,54.10%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,35.70%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,40.80%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,67.60%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,74.10%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,77.80%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,68.90%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,72.10%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,75.40%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,53.10%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,62.30%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,65.60%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,56.90%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,67.20%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,72.00%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,66.70%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,67.50%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,73.60%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,75.20%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,69.40%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,72.40%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,75.90%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,77.40%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,70.80%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,74.70%
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X192,PIAGENTINI-JONES SCHOOL,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,66.70%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,77.30%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,81.10%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,81.10%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,87.70%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,87.70%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,70.70%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,80.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,83.30%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,70.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,73.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,73.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,69.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,69.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,77.90%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,80.00%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,65.80%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,70.10%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,70.20%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,75.00%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,67.50%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,72.20%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,s
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,63.80%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,77.60%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,78.00%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,67.80%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,73.30%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,75.60%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,40.90%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,47.70%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,54.40%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,58.40%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,40.50%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,45.50%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,55.80%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,55.80%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,48.80%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,52.80%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,45.30%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,62.30%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,65.50%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,57.90%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,77.90%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,80.80%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,50.00%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,53.40%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,55.50%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,56.30%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,56.40%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,57.40%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,61.00%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,61.00%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,46.30%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,51.90%
08X312,MILLENIUM ART ACADEMY,s
08X312,MILLENIUM ART ACADEMY,s
08X312,MILLENIUM ART ACADEMY,s
08X312,MILLENIUM ART ACADEMY,83.70%
08X312,MILLENIUM ART ACADEMY,88.40%
08X312,MILLENIUM ART ACADEMY,90.50%
08X312,MILLENIUM ART ACADEMY,62.80%
08X312,MILLENIUM ART ACADEMY,71.30%
08X312,MILLENIUM ART ACADEMY,74.20%
08X312,MILLENIUM ART ACADEMY,59.80%
08X312,MILLENIUM ART ACADEMY,67.60%
08X312,MILLENIUM ART ACADEMY,76.50%
08X312,MILLENIUM ART ACADEMY,78.80%
08X312,MILLENIUM ART ACADEMY,58.30%
08X312,MILLENIUM ART ACADEMY,63.00%
08X312,MILLENIUM ART ACADEMY,66.70%
08X312,MILLENIUM ART ACADEMY,69.50%
08X312,MILLENIUM ART ACADEMY,62.60%
08X312,MILLENIUM ART ACADEMY,71.30%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,s
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,s
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,s
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,57.30%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,57.30%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,69.00%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,71.30%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,51.90%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,55.80%
08X377,BRONX COMMUNITY HIGH SCHOOL,s
08X377,BRONX COMMUNITY HIGH SCHOOL,s
08X377,BRONX COMMUNITY HIGH SCHOOL,s
08X377,BRONX COMMUNITY HIGH SCHOOL,s
08X377,BRONX COMMUNITY HIGH SCHOOL,s
08X377,BRONX COMMUNITY HIGH SCHOOL,s
08X377,BRONX COMMUNITY HIGH SCHOOL,6.90%
08X377,BRONX COMMUNITY HIGH SCHOOL,18.90%
08X377,BRONX COMMUNITY HIGH SCHOOL,37.80%
08X377,BRONX COMMUNITY HIGH SCHOOL,5.10%
08X377,BRONX COMMUNITY HIGH SCHOOL,13.30%
08X377,BRONX COMMUNITY HIGH SCHOOL,30.40%
08X377,BRONX COMMUNITY HIGH SCHOOL,41.30%
08X377,BRONX COMMUNITY HIGH SCHOOL,12.70%
08X377,BRONX COMMUNITY HIGH SCHOOL,15.20%
08X377,BRONX COMMUNITY HIGH SCHOOL,23.50%
08X377,BRONX COMMUNITY HIGH SCHOOL,24.50%
08X377,BRONX COMMUNITY HIGH SCHOOL,14.00%
08X377,BRONX COMMUNITY HIGH SCHOOL,14.00%
08X405,HERBERT H LEHMAN HIGH SCHOOL,55.40%
08X405,HERBERT H LEHMAN HIGH SCHOOL,67.60%
08X405,HERBERT H LEHMAN HIGH SCHOOL,72.00%
08X405,HERBERT H LEHMAN HIGH SCHOOL,47.10%
08X405,HERBERT H LEHMAN HIGH SCHOOL,64.90%
08X405,HERBERT H LEHMAN HIGH SCHOOL,67.70%
08X405,HERBERT H LEHMAN HIGH SCHOOL,46.40%
08X405,HERBERT H LEHMAN HIGH SCHOOL,59.90%
08X405,HERBERT H LEHMAN HIGH SCHOOL,63.90%
08X405,HERBERT H LEHMAN HIGH SCHOOL,42.80%
08X405,HERBERT H LEHMAN HIGH SCHOOL,57.70%
08X405,HERBERT H LEHMAN HIGH SCHOOL,63.00%
08X405,HERBERT H LEHMAN HIGH SCHOOL,45.50%
08X405,HERBERT H LEHMAN HIGH SCHOOL,51.90%
08X405,HERBERT H LEHMAN HIGH SCHOOL,58.40%
08X405,HERBERT H LEHMAN HIGH SCHOOL,63.90%
08X405,HERBERT H LEHMAN HIGH SCHOOL,44.60%
08X405,HERBERT H LEHMAN HIGH SCHOOL,51.70%
08X405,HERBERT H LEHMAN HIGH SCHOOL,60.30%
08X405,HERBERT H LEHMAN HIGH SCHOOL,61.90%
08X405,HERBERT H LEHMAN HIGH SCHOOL,46.10%
08X405,HERBERT H LEHMAN HIGH SCHOOL,50.90%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,29.70%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,40.90%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,45.10%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,29.70%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,45.60%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,48.80%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,28.90%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,38.10%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,42.20%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,21.60%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,34.50%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,35.70%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,33.10%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,33.10%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,34.50%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,35.40%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,s
08X450,ADLAI E. STEVENSON HIGH SCHOOL,s
08X450,ADLAI E. STEVENSON HIGH SCHOOL,s
08X450,ADLAI E. STEVENSON HIGH SCHOOL,s
08X452,BRONX GUILD HIGH SCHOOL,s
08X452,BRONX GUILD HIGH SCHOOL,s
08X452,BRONX GUILD HIGH SCHOOL,s
08X452,BRONX GUILD HIGH SCHOOL,55.00%
08X452,BRONX GUILD HIGH SCHOOL,75.00%
08X452,BRONX GUILD HIGH SCHOOL,80.00%
08X452,BRONX GUILD HIGH SCHOOL,48.40%
08X452,BRONX GUILD HIGH SCHOOL,74.20%
08X452,BRONX GUILD HIGH SCHOOL,79.40%
08X452,BRONX GUILD HIGH SCHOOL,58.00%
08X452,BRONX GUILD HIGH SCHOOL,77.20%
08X452,BRONX GUILD HIGH SCHOOL,78.20%
08X452,BRONX GUILD HIGH SCHOOL,53.50%
08X452,BRONX GUILD HIGH SCHOOL,58.10%
08X452,BRONX GUILD HIGH SCHOOL,67.40%
08X452,BRONX GUILD HIGH SCHOOL,69.00%
08X452,BRONX GUILD HIGH SCHOOL,62.50%
08X452,BRONX GUILD HIGH SCHOOL,65.60%
08X452,BRONX GUILD HIGH SCHOOL,68.80%
08X452,BRONX GUILD HIGH SCHOOL,75.00%
08X452,BRONX GUILD HIGH SCHOOL,65.90%
08X452,BRONX GUILD HIGH SCHOOL,70.60%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,45.10%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,63.90%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,63.30%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,54.70%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,62.10%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,68.40%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,72.30%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,52.50%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,61.60%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,66.30%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,68.30%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,53.10%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,63.00%
08X530,BANANA KELLY HIGH SCHOOL,85.10%
08X530,BANANA KELLY HIGH SCHOOL,93.60%
08X530,BANANA KELLY HIGH SCHOOL,93.60%
08X530,BANANA KELLY HIGH SCHOOL,62.20%
08X530,BANANA KELLY HIGH SCHOOL,70.30%
08X530,BANANA KELLY HIGH SCHOOL,70.30%
08X530,BANANA KELLY HIGH SCHOOL,44.60%
08X530,BANANA KELLY HIGH SCHOOL,61.50%
08X530,BANANA KELLY HIGH SCHOOL,65.10%
08X530,BANANA KELLY HIGH SCHOOL,36.60%
08X530,BANANA KELLY HIGH SCHOOL,51.90%
08X530,BANANA KELLY HIGH SCHOOL,56.30%
08X530,BANANA KELLY HIGH SCHOOL,51.80%
08X530,BANANA KELLY HIGH SCHOOL,54.40%
08X530,BANANA KELLY HIGH SCHOOL,66.10%
08X530,BANANA KELLY HIGH SCHOOL,70.40%
08X530,BANANA KELLY HIGH SCHOOL,41.70%
08X530,BANANA KELLY HIGH SCHOOL,46.30%
08X530,BANANA KELLY HIGH SCHOOL,56.60%
08X530,BANANA KELLY HIGH SCHOOL,57.60%
08X530,BANANA KELLY HIGH SCHOOL,50.50%
08X530,BANANA KELLY HIGH SCHOOL,55.60%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,44.60%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,57.10%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,57.90%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,40.40%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,55.70%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,57.30%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,42.50%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,43.40%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,44.20%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,48.50%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,49.40%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,53.90%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,57.80%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,57.80%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,42.10%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,44.40%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,12.30%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,40.70%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,57.40%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,13.80%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,44.80%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,51.70%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,18.60%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,35.90%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,49.70%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,16.30%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,31.40%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,49.50%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,13.90%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,15.30%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,29.80%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,44.00%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,19.90%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,19.90%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,35.60%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,38.70%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,17.60%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,19.90%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,57.30%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,66.40%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,67.30%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,49.00%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,58.60%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,58.90%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,46.30%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,55.60%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,57.60%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,44.40%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,53.90%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,56.90%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,44.70%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,51.70%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,58.70%
